id_posto,razao_posto,cnpj_posto,endereco_posto,bairro_posto,cep_posto,uf_posto,munic_posto,nota_posto
12206,"DAYSTAR AUTO POSTO BARRA LTDA",39567674000108,"AVENIDA DAS AMERICAS,  01510","BARRA DA TIJUCA",22640900,RJ,"RIO DE JANEIRO",10
12207,"KEM COM REP TRANSP SERV EXP IMP PROD DERV PETROLEO LTDA",40296824000175," ETR  MARECHAL ALENCASTRO,  3660",ANCHIETA,21625000,RJ,"RIO DE JANEIRO",7
12208,"POSTO E GARAGEM RIO MONDEGO LTDA",42118018000132,"RUA GENERAL ESPIRITO SANTO CARDOSO,  57",TIJUCA,20530500,RJ,"RIO DE JANEIRO",8
12210,"AUTO POSTO MEU CEARA LTDA",42186593000172,"RUA DA REGENERACAO,  615",BONSUCESSO,21040170,RJ,"RIO DE JANEIRO",6
12211,"ITAIPU POSTO DE LAVAGEM E LUBRIFICAÇAO LTDA",42226621000138,"RUA JOSE DOS REIS,  1863","ENGENHO DE DENTRO",20000000,RJ,"RIO DE JANEIRO",8
12212,"AUTO ABASTECIMENTO LOVE STORY LTDA.",42247064000131," ETR  DA BARRA DA TIJUCA,  2770","BARRA DA TIJUCA",22641002,RJ,"RIO DE JANEIRO",9
12214,"AUTO POSTO NIASO LTDA",42291799000162,"ESTRADA ENGENHO DA PEDRA,  755",OLARIA,21031030,RJ,"RIO DE JANEIRO",10
12216,"AUTO POSTO MERCURIO DA PAVUNA LTDA",42473785000160,"RUA MERCURIO,  1450",PAVUNA,21532470,RJ,"RIO DE JANEIRO",6
12217,"POSTO DE GASOLINA DAS AMERICAS LTDA",42547620000195,"AVENIDA DAS AMERICAS,  14951","RECREIO DOS BANDEIRANTES",22790701,RJ,"RIO DE JANEIRO",5
12218,"POSTO DE AUTO SERVICO CARMINDAO LTDA",42561944000188,"AVENIDA ITAOCA,  1651",BONSUCESSO,21061020,RJ,"RIO DE JANEIRO",9
12219,"AUTO POSTO TRES PONTOS LTDA",42609602000190,"ESTRADA DO CACHAMORRA,  1280","CAMPO GRANDE",23040150,RJ,"RIO DE JANEIRO",9
12220,"POSTO DE GASOLINA JOINHA LTDA",42610295000168,"RUA CANDIDO BENICIO,  687",JACAREPAGUA,22733000,RJ,"RIO DE JANEIRO",10
12221,"AUTO POSTO CRUZADA PENINSULA LTDA.",47308253000190,"AVENIDA LUIZ CARLOS PRESTES,  S/N","BARRA DA TIJUCA",23032070,RJ,"RIO DE JANEIRO",6
12222,"COMPANHIA BRASILEIRA DE DISTRIBUICAO",47508411241510,"RUA JOSE DOS REIS,  1347","ENGENHO DE DENTRO",20770061,RJ,"RIO DE JANEIRO",10
12223,"COMPANHIA BRASILEIRA DE DISTRIBUICAO",47508411245183,"AVENIDA PADRE GUILHERME DECAMINADA,  2385","SANTA CRUZ",23575000,RJ,"RIO DE JANEIRO",10
12224,"AUTO POSTO GUERENGUE MINISHOP LTDA",68719541000108,"ESTRADA DO GUERENGUE,  1291",JACAREPAGUA,22713001,RJ,"RIO DE JANEIRO",10
12225,"CW 332 SERVICOS AUTOMOTORES LTDA",72374952000186,"RUA REAL GRANDEZA,  336",BOTAFOGO,22281032,RJ,"RIO DE JANEIRO",10
12226,"POSTO DE SERVICOS VIA 8 LTDA",97468946000119,"ESTRADA DOS BANDEIRANTES,  4205",JACAREPAGUA,22783117,RJ,"RIO DE JANEIRO",9
12227,"AUTO POSTO MACHADO LTDA",2924411000280,"RODOVIA DE DUCA SERRA,  809",CABRALZINHO,68906801,AP,MACAPA,6
12228,"J C DA S FARIAS EIRELI",3281737000118,"AVENIDA ANTONIO COELHO DE CARVALHO,  2257",CENTRAL,68901280,AP,MACAPA,6
12229,"J C DA S FARIAS EIRELI",3281737000207,"RODOVIA DE DUCA SERRA,  S/N",MARABAIXO,68906301,AP,MACAPA,6
12230,"AEROPOSTO COMBUSTIVEIS AUTOMOTIVOS LTDA",8580311000260,"RODOVIA JUSCELINO KUBITSCHEK,  3011",UNIVERSIDADE,68903419,AP,MACAPA,7
12234,"AUTO POSTO SANTA LUIZA LTDA",9217162000150,"RUA HILDEMAR MAIA,  3481",BURITIZA,68902870,AP,MACAPA,9
12236,"POSTO DE COMBUSTIVEIS JARDINS LTDA",10522077000185,"RUA VEREADOR JULIO MARIA PINTO PEREIRA,  1430","JARDIM FELICIDADE",68909000,AP,MACAPA,8
12237,"POSTO DE COMBUSTIVEIS JARDINS LTDA",10522077000428,"RUA INSPETOR AIMORE,  670",ZERAO,68903290,AP,MACAPA,9
12238,"POSTO DE COMBUSTIVEIS JARDINS LTDA",10522077000690,"AVENIDA DAS UVAS,  107",INFRAERO,68908794,AP,MACAPA,8
12239,"POSTO DE COMBUSTIVEIS JARDINS LTDA",10522077000770,"RUA LEOPOLDO MACHADO,  1525",CENTRAL,68900067,AP,MACAPA,8
12240,"POSTO DE COMBUSTIVEIS JARDINS LTDA",10522077000932,"RAMAL DA UNIFAP (KM 02 DA ROD, JK.),  1781",UNIVERSIDADE,68903758,AP,MACAPA,7
12242,"POSTO DE COMBUSTIVEIS JARDINS LTDA",10522077001408,"CAN DAS PEDRINHAS,  2033",ZERÃO,68903660,AP,MACAPA,5
12243,"POSTO DE COMBUSTIVEIS JARDINS LTDA",10522077001580,"AVENIDA MARCILIO DIAS,  321","JULIAO RAMOS",68908200,AP,MACAPA,6
12244,"POSTO DE COMBUSTIVEIS JARDINS LTDA",10522077001661,"AVENIDA SALGADO FILHO,  643",CENTRAL,68900032,AP,MACAPA,10
12245,"FORTE PETROLEO LTDA",14008376000157,"RUA SANTOS DUMONT,  3460",MUCA,68902230,AP,MACAPA,8
12246,"MONTE & FILHOS LTDA",14572838000245,"RODOVIA JUSCELINO KUBSTCHECK,  S/N","MARCO ZERO",68903000,AP,MACAPA,5
12247,"W DA R CIRQUEIRA",20488504000100,"AVENIDA COQUEIRO,  201","BRASIL NOVO",68909315,AP,MACAPA,7
12249,"POSTO CATARINAO EIRELI",33372810000128,"RODOVIA BR-210,  SN","BRASIL NOVO",68909398,AP,MACAPA,5
12250,"POSTO ANDRADE LTDA",37893090000105,"AVENIDA PEDRO LAZARINO,  54","SANTA INES",68901541,AP,MACAPA,8
12252,"POSTO GOLL PADRE JULIO LTDA",47541680000114,"RUA ODILARDO SILVA,  1894",CENTRAL,68900151,AP,MACAPA,7
12253,"AUTO POSTO SAMAUMA LTDA",2486741000150,"AVENIDA SAMAUMA,  2","CIDADE NOVA",69090650,AM,MANAUS,7
12254,"AUTO POSTO SAMAUMA LTDA",2486741000230,"AVENIDA TORQUATO TAPAJOS,  926","SANTA ETELVINA",69048660,AM,MANAUS,8
12255,"COTAM - COOPERATIVA DE CONSUMO DOS TAXISTAS AUTONOMOS DE MANAUS",2533862000377,"RUA QUINTINO BOCAIUVA,  742",CENTRO,69005110,AM,MANAUS,9
12256,"AMC DE MENEZES",4239912000171," BAIA DO RIO NEGRO,  SN",EDUCANDOS,69074780,AM,MANAUS,7
12257,"GDA PETROLEO LTDA",4564225000121,"AVENIDA ALVARO MAIA,  S/N",CENTRO,69025070,AM,MANAUS,9
12258,"PETROMAM REPRESENTAÇOES E COMERCIO LTDA",5511753000185,"AVENIDA COSME FERREIRA,  8991",ALEIXO,69083000,AM,MANAUS,9
12259,"RECOPEL REPRESENTAÇOES E COMERCIO LTDA",5514674000128,"AVENIDA AUTAZ MIRIM,  1716","DISTRITO INDUSTRIAL",69085000,AM,MANAUS,7
12263,"V K COMERCIO DE DERIVADOS DE PETROLEO LTDA",10264755000157,"RUA DONA MIMI,  555","MORRO DA LIBERDADE",69074760,AM,MANAUS,10
12264,"D. R. A. DERIVADO DE PETROLEO LTDA",10773536000101,"RUA COMANDANTE  NORBERTO WONGAL,  33",REDENÇÃO,69047095,AM,MANAUS,5
12265,"D. R. A. DERIVADO DE PETROLEO LTDA",10773536000284,"RUA VALERIO BOTELHO DE ANDRADE,  284","SAO FRANCISCO",69079260,AM,MANAUS,5
12266,"AUTO POSTO UNIAO LTDA",23029382000777,"AVENIDA TEFE,  78",RAIZ,69068000,AM,MANAUS,10
12267,"AUTO POSTO UNIAO LTDA",23029382000858,"AVENIDA TEFE,  2165",RAIZ,69068000,AM,MANAUS,8
12268,"LVM COMERCIO VAREJISTA DE DERIVADOS DE PETROLEO LTDA",26823718000171,"AVENIDA TENENTE ROXANA BONESSI (CJ GALILEIA LL),  3785","NOVA CIDADE",69092000,AM,MANAUS,7
12269,"POSTO SAO JOSE COMERCIO DE DERIVADOS DE PETROLEO LTDA",27698977000180,"AVENIDA AUTAZ MIRIM,  64","SAO JOSE OPERARIO",69085000,AM,MANAUS,9
12270,"AUTO POSTO CRM LTDA",30190007000184,"RUA CEL FERREIRA DE ARAUJO,  809",PETROPOLIS,69063000,AM,MANAUS,8
12271,"AUTO POSTO ALEIXO LTDA",30190091000136,"AVENIDA COSME FERREIRA,  6039",ALEIXO,69083000,AM,MANAUS,10
12273,"AUTO POSTO RECIFE LTDA",30273903000107,"AVENIDA RECIFE,  200",FLORES,69058775,AM,MANAUS,5
12274,"AUTO POSTO PONTA NEGRA LTDA",35008891000107,"AVENIDA CORONEL TEIXEIRA,  7461","NOVA ESPERANCA",69037473,AM,MANAUS,8
12275,"AUTO POSTO ARENA LTDA",40242761000174,"RUA LORIS CORDOVIL,  907",ALVORADA,69043010,AM,MANAUS,10
12276,"AUTO POSTO DJALMA LTDA",42562612000118,"AVENIDA DJALMA BATISTA,  5235","PARQUE 10 DE NOVEMBRO",69055038,AM,MANAUS,6
12277,"A F L COMERCIO DE DERIVADOS DE PETROLEO LTDA",45455387000109,"AVENIDA PROFESSOR NILTON LINS,  1880",FLORES,69058130,AM,MANAUS,5
12278,"MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA",84110394000554,"RUA MACEIO,  132",ADRIANOPOLIS,69057010,AM,MANAUS,7
12280,"MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA",84110394003570,"RUA CHIQUINHA GONZAGA,  214",PETROPOLIS,69067045,AM,MANAUS,8
12281,"JATOLUX COMERCIO E REPRES. LTDA",84529569000139,"RUA EMILIO MOREIRA,  1669","PRAÇA 14 DE JANEIRO",69020040,AM,MANAUS,8
12283,"SOBRAL & FILHOS COMERCIO DE COMBUSTIVEIS LTDA",11322064001288,"AVENIDA GENERAL GRACA LESSA,  000305","ENGENHO VELHO DE BROTAS",40240325,BA,SALVADOR,10
12284,"J A SOBRAL & CIA LTDA",13799101000892,"RUA DJALMA DUTRA,  141",NAZARE,40240080,BA,SALVADOR,7
12286,"COELHO COMERCIO DE COMBUSTIVEIS LTDA",15621824000156,"AVENIDA PRESIDENTE VARGAS,  S/N",ONDINA,40170010,BA,SALVADOR,5
12287,"S DANTAS E FILHOS LTDA",15623002000104,"AVENIDA SAO LUIS,  S/N",PARIPE,40810630,BA,SALVADOR,10
12288,"WF COMERCIO DE COMBUSTIVEIS E SERVICOS LTDA",18317568000104,"AVENIDA PROFESSOR MANOEL RIBEIRO,  S/N",STIEP,41770095,BA,SALVADOR,9
12289,"GARDA COMERCIO DE COMBUSTIVEIS LTDA",36240171000135,"AVENIDA PROFESSOR PINTO DE AGUIAR,  649",PITUACU,41740090,BA,SALVADOR,8
12290,"H M A COMERCIAL DE COMBUSTIVEIS LTDA",1564759000160,"RUA PROF GOMES BRASIL,  475",PARANGABA,60720150,CE,FORTALEZA,10
12291,"TVC COMERCIO DE DERIVADOS DE PETROLEO LTDA",1690127000142,"RUA BARAO AQUIRAZ,  3101",COACU,60871684,CE,FORTALEZA,7
12292,"JG COMERCIO DE PETROLEO LTDA",2135496000217,"RUA ENG ANTONIO FERREIRA ANTERO,  455",COCO,60821765,CE,FORTALEZA,6
12293,"DAMPETRO COMERCIO DE DERIVADOS DE PETROLEO LTDA",2486455000194,"AVENIDA BARAO DE STUDART,  1050",ALDEOTA,60120001,CE,FORTALEZA,7
12294,"G A COMERCIO DE DERIVADOS DE PETROLEO LTDA",3477535000146,"AVENIDA JORNALISTA TOMAZ COELHO,  410",MESSEJANA,60842020,CE,FORTALEZA,10
12295,"MILLENNIUM PETROLEO LTDA",3524403000128,"AVENIDA DEPUTADO PAULINO ROCHA,  3003",CASTELAO,60864310,CE,FORTALEZA,5
12296,"SUPER COMERCIO DE COMBUSTIVEIS LTDA",3720675000101,"TRAVESSA PARIS,  1133",PAPICU,60175690,CE,FORTALEZA,5
12297,"BARRACUDA COMERCIAL DE PETROLEO LTDA",6220994000138,"RUA GODOFREDO MACIEL,  277",PARANGABA,60710000,CE,FORTALEZA,10
12298,"IGUATEMI DERIVADOS DE PETROLEO LTDA",7304199000352,"AVENIDA OSORIO DE PAIVA,  6800",SIQUEIRA,60720001,CE,FORTALEZA,8
12299,"SUELLEN QUEIROS PINHEIRO - ME",7913812000177,"AVENIDA D,  1289","CONJUNTO CEARA",60533620,CE,FORTALEZA,9
12300,"LEONARDO LIMA E CIA LTDA - EPP",7936289000102,"AVENIDA PRES CASTELO BRANCO,  709",JACARECANGA,60312060,CE,FORTALEZA,8
12302,"MONTEZUMA COMERCIO E SERVICOS DE PETROLEO LTDA",8394192000684,"RUA GRACA ARANHA,  150","BARRA DO CEARA",60334170,CE,FORTALEZA,9
12303,"JOCKEY COMÉRCIO DE COMBUSTÍVEIS LTDA.",9324577000123,"AVENIDA LINEU MACHADO,  560",PICI,60520380,CE,FORTALEZA,7
12304,"DISTRIBUIDORA DE PETROLEO NOTA DEZ LTDA",9434042000105,"AVENIDA PADRE ANTONIO TOMAS,  3600",PAPICU,60140160,CE,FORTALEZA,9
12305,"AB COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA",9455725000149,"RUA VALPARAISO,  700","CONJUNTO PALMEIRAS",60870440,CE,FORTALEZA,8
12306,"POSTO BRAGA CAMBEBA EIRELI",10343353000148,"AVENIDA MINISTRO JOSE AMERICO,  1281","PARQUE IRACEMA",60824245,CE,FORTALEZA,8
12309,"PADRE PIO COMERCIO DE COMBUSTIVEIS LTDA",12317351000100,"RUA DOUTOR  ALISIO MAMEDE,  463",VARJOTA,60175310,CE,FORTALEZA,8
12310,"ANJOS COMERCIO DE DERIVADOS DE PETROLEO LTDA",14496482000127,"AVENIDA ALBERTO CRAVEIRO,  1347","BOA VISTA",60861211,CE,FORTALEZA,6
12312,"IPANEMA COMERCIO E SERVICOS DE DERIVADOS DE PETROLEO LTDA",17858105000189,"RUA RIO GRANDE DO SUL,  1240","DEMOCRITO ROCHA",60440131,CE,FORTALEZA,10
12316,"G.M. COMERCIO DE COMBUSTIVEIS LTDA",39895264000196,"AVENIDA WASHINGTON SOARES,  6445","JOSE DE ALENCAR",60830005,CE,FORTALEZA,8
12318,"COMERCIAL JOAO FERREIRA PETROLEO LTDA",41414822000368,"RUA SENADOR ALVARO ADOLFO,  1789","ANTÔNIO BEZERRA",60355570,CE,FORTALEZA,9
12319,"CENTRO EMPRESARIAL DRA ZUILA ALENCAR BARREIRA BRAGA LTD",41557018000176,"AVENIDA JOSE BASTOS,  3950",DAMAS,60020292,CE,FORTALEZA,9
12320,"DISTRIBUIDORA CANAA DE COMBUSTIVEIS LTDA",41560566000155,"AVENIDA ANTONIO SALES,  2880","DIONISIO TORRES",60135102,CE,FORTALEZA,5
12321,"LEAL VIII COMERCIO DE PETROLEO LTDA",44857025000181,"AVENIDA BEZERRA DE MENEZES,  2323","SAO GERARDO",60325004,CE,FORTALEZA,6
12322,"COMERCIAL RECAMONDE DERIVADOS DE PETROLEO LTDA",63456560000256,"AVENIDA DR THERBERGE,  1620",COLONIA,60335480,CE,FORTALEZA,10
12323,"POSTO SAO DOMINGOS LTDA",69366128000250,"AVENIDA MISTER HULL,  4000","ANTONIO BEZERRA",60356000,CE,FORTALEZA,7
12325,"CIPLAN CIMENTO PLANALTO SA",57240004624,"RODOVIA DF-205,  S/N","SETOR HABITACIONAL FERCAL (SOBRADINHO)",73151010,DF,BRASILIA,5
12326,"CASCOL COMBUSTIVEIS PARA VEICULOS LTDA",306597001411,"SETOR SHIS EPDB QI 13/QL 14 LOTE 1 PAG,  S/N","LAGO SUL",71635013,DF,BRASILIA,8
12327,"CASCOL COMBUSTIVEIS PARA VEICULOS LTDA",306597002655,"SETOR SPMS EPIA LOTE 07,  S/N","N BANDEIRANTE",71727800,DF,BRASILIA,9
12329,"CASCOL COMBUSTIVEIS PARA VEICULOS LTDA",306597004437,"QUADRA QUADRA 108 LOTE 01 AVENIDA RECANTO DAS EMAS,  S/N","RECANTO DAS EMAS",71805970,DF,BRASILIA,8
12330,"CASCOL COMBUSTIVEIS PARA VEICULOS LTDA",306597004780,"AVENIDA A/C AVENIDA DAS CASTANHEIRAS LOTE,  1950","AGUAS CLARAS",71900100,DF,BRASILIA,5
12331,"CASCOL COMBUSTIVEIS PARA VEICULOS LTDA",306597006480,"AVENIDA PRIMEIRA  AV. NORTE LOTE,  10/12",SAMAMBAIA,72320000,DF,BRASILIA,9
12332,"CASCOL COMBUSTIVEIS PARA VEICULOS LTDA",306597006642,"SETOR SETOR SUL COMERCIO LOCAL 102 LOTE B,  S/N","SANTA MARIA",72501100,DF,BRASILIA,6
12333,"CASCOL COMBUSTIVEIS PARA VEICULOS LTDA",306597007703,"QUADRA 09 CONJUNTO L LOTE,  S/N","ARAPOANGA (PLANALTINA)",73369020,DF,BRASILIA,7
12334,"CASCOL COMBUSTIVEIS PARA VEICULOS LTDA",306597007967,"AREA AREA ESPECIAL 03/05 SETOR OESTE,  S/N",GAMA,72420280,DF,BRASILIA,6
12335,"CASCOL COMBUSTIVEIS PARA VEICULOS LTDA",306597008343,"AVENIDA A/C AVENIDA DAS ARAUCARIAS LOTE,  525","AGUAS CLARAS",71936250,DF,BRASILIA,8
12336,"CASCOL COMBUSTIVEIS PARA VEICULOS LTDA",306597008777,"QUADRA QN 122 CONJUNTO 07 LOTE,  06",SAMAMBAIA,72310108,DF,BRASILIA,9
12337,"AUTO POSTO ESPLANADA LTDA",365320000145," QS 05 RUA 800,  S/N",TAGUATINGA,71920540,DF,BRASILIA,7
12339,"AUTO POSTO CINCO ESTRELAS LTDA",692418001774,"QUADRA QUADRA QNN 4 LOTE PLL 01,  S/N","SETOR INDUSTRIAL (CEILANDIA)",72265040,DF,BRASILIA,7
12341,"AUTO POSTO RAMALHO LTDA",1276763000122,"RODOVIA DF 180 KM 06,  S/N",BRAZLANDIA,72720000,DF,BRASILIA,8
12342,"POSTO SIA 3 LTDA",2040344000150," SIAS TR 03,  S/N","ST IND ABAST SUL",71200030,DF,BRASILIA,5
12343,"AUTO POSTO ESQUINA LIMITADA",2551867000160,"QUADRA SAA NORTE QUADRA 04,  566","ASA NORTE",70632400,DF,BRASILIA,9
12344,"AUTO POSTO G SUL LTDA",2570563000140," CSG 13 LOTE 01,  SN",TAGUATINGA,72035513,DF,BRASILIA,6
12345,"AUTO POSTO BRAGA LTDA",5208306000151,"QN-QUADRA NORTE 502,  S/N",SAMAMBAIA,72310301,DF,BRASILIA,6
12346,"AUTO POSTO BRAGA LTDA",5208306000232,"QUADRA QNA 25,  0",TAGUATINGA,72110250,DF,BRASILIA,6
12347,"PETRONORTE COMBUSTIVEIS LTDA",6071706000392,"RODOVIA DF-290 KM 1,2 CHACARA,  12","NUCLEO RURAL HORTIGRANJEIRO DE SANTA MARIA",72578000,DF,BRASILIA,7
12348,"PETRONORTE COMBUSTIVEIS LTDA",6071706000473,"QUADRA QI 616 CONJUNTO I LOTE,  03",SAMAMBAIA,72310108,DF,BRASILIA,5
12349,"AUTO POSTO DF 180 LTDA",7347238000137,"QUADRA QN 433 CONJUNTO G LOTE,  01",SAMABAIA,72322570,DF,BRASILIA,10
12351,"AUTO POSTO BR 060 LTDA",7736181000168,"QUADRA QS 5L7 CONJUNTO E LOTE,  01",SAMAMBAIA,72315555,DF,BRASILIA,7
12352,"HELIO PRATES COMERCIO DE COMBUSTIVEIS E DERIVADOS LTDA",8111678000153,"QUADRA QNJ AREA ESPECIAL,  01",TAGUATINGA,72140601,DF,BRASILIA,7
12353,"MAXIMO COMERCIO DE DERIVADOS DE PETROLEO LTDA",10471346000121,"SETOR SPMN EPIA DF 003 CONJUNTO B BLOCO A,  S/N","LAGO NORTE",71560100,DF,BRASILIA,6
12354,"COMERCIAL DE COMBUSTIVEIS MAM LTDA",10702904000112,"SETOR SPM EPIA/SUL LOTE,  02",CANDANGOLANDIA,71727800,DF,BRASILIA,10
12356,"AUTO POSTO NM 16 LTDA",11948180000154,"QUADRA QNM 16 LOTE G PARTE,  01",CEILANDIA,72210160,DF,BRASILIA,6
12359,"QUALITY COMERCIO DE COMBUSTIVEIS LTDA",14897109000188,"SIG CONJUNTO C,  1","TAGUATINGA NORTE",72020016,DF,BRASILIA,7
12360,"QUALITY COMERCIO DE COMBUSTIVEIS LTDA",14897109000269,"QUADRA QNL 11 CONJUNTO F LOTE,  18",TAGUATINGA,72151106,DF,BRASILIA,5
12361,"AUTO POSTO VIA ESTRUTURAL LTDA",23597031000177,"SETOR SCIA QUADRA 10 CONJUNTO 2,  06","ZONA INDUSTRIAL (GUARA)",71250620,DF,BRASILIA,6
12362,"AUTO POSTO VIA ESTRUTURAL LTDA",23597031000258,"QUADRA EPDB QI 19/QL 18 LOTE,  01","SETOR DE HABITACOES INDIVIDUAIS SUL",71655500,DF,BRASILIA,8
12363,"AUTO POSTO VIA ESTRUTURAL LTDA",23597031000339,"MODULO 3 SETOR HABITACIONAL MESTRE DARMAS QUADRA 19 LOTE,  06","CONDOMINIO MESTRE DARMAS (PLANALTINA)",73403309,DF,BRASILIA,9
12364,"AUTO POSTO ANDRADE LTDA",24046493000169,"QUADRA QNN 31,  SN","CEILANDIA NORTE (CEILANDIA)",72225310,DF,BRASILIA,6
12365,"AUTO POSTO ANDRADE LTDA",24046493000240,"SETOR CENTRO METROPOLITANO QUADRA 1 LOTE,  05","TAGUATINGA NORTE (TAGUATINGA)",72158100,DF,BRASILIA,9
12366,"AUTO POSTO ANDRADE LTDA",24046493000320,"SETOR SHCNW CRENW,  01","SETOR NOROESTE",70687400,DF,BRASILIA,5
12367,"AUTO POSTO FENIX ODJ LTDA",25004046000100,"CHACARA EPTG CHACARA 54,  S/N","SETOR HABITACIONAL VICENTE PIRES",72005305,DF,BRASILIA,6
12368,"AUTO POSTO FENIX ODJ LTDA",25004046000290,"QUADRA SHRF QN 7 AE 1,  S/N","RIACHO FUNDO I",71805700,DF,BRASILIA,7
12369,"CRUZEIRO COMBUSTIVEIS E SERVICOS S/A",26991067000129,"TRECHO SIA TRECHO 12,  S/N","ZONA INDUSTRIAL (GUARA)",71200110,DF,BRASILIA,9
12370,"AUTO POSTO MARK SOBRADINHO II LTDA",29116420000110,"QUADRA AR 03,  S/N","SETOR OESTE (SOBRADINHO II)",73060130,DF,BRASILIA,9
12371,"AUTO POSTO GAMA CENTRO LTDA",31403063000112,"QUADRA 55 LOTE 08,  S/N","SETOR CENTRAL (GAMA)",72405550,DF,BRASILIA,7
12372,"POSTO DE COMBUSTIVEIS EPIA CANDANGOLANDIA LTDA",31403111000172,"SETOR DE POSTOS E MOTEIS SUL I (LADO PAR),  S/N",CANDANGOLANDIA,71727800,DF,BRASILIA,8
12373,"AUTO POSTO COMERCIO DE COMBUSTIVEIS MN LTDA",32044415000153,"RODOVIA DF-128,  S/N","SETOR RESIDENCIAL MESTRE DARMAS (PLANALTINA)",73380150,DF,BRASILIA,8
12374,"POSTO DE COMBUSTIVEL QI 09 LAGO SUL LTDA",32965877000103,"SETOR EPDB QI 9 / QL 10 LOTE 2 PAC 1,  S/N","SETOR DE HABITACOES INDIVIDUAIS SUL",71630095,DF,BRASILIA,10
12375,"POSTO DE COMBUSTIVEL PH 040 LTDA",33977914000166,"RODOVIA BR-040 KM 05 GLEBA 02,  SN","SANTA MARIA",72549650,DF,BRASILIA,6
12376,"QNL POSTO DE COMBUSTIVEL LTDA",35161655000126,"QUADRA EQNL 2/4 BLOCO B,  01","TAGUATINGA NORTE (TAGUATINGA)",72155502,DF,BRASILIA,10
12377,"AUTO POSTO DE COMBUSTIVEL FLAMINGO LTDA",36180754000118,"RODOVIA SPMN EPIA DF-003 LOTE,  04 PLL","SETOR DE POSTOS E MOTEIS NORTE (LAGO NORTE)",71560100,DF,BRASILIA,7
12378,"POSTO DE COMBUSTIVEIS ADE LTDA",36297444000188,"AREA ADE CONJUNTO 11 LOTE,  16","AREA DE DESENVOLVIMENTO ECONOMICO (AGUAS CLARAS)",71987360,DF,BRASILIA,6
12379,"POSTO DE COMBUSTIVEL CAMPEAO 070 LTDA",36642184000130,"AREA GLEBA 03 NUCLEO RURAL ALEXANDRE GUSMAO LOTE 455,  S/N",CEILANDIA,72701997,DF,BRASILIA,9
12381,"AUTO SHOPPING DERIVADOS DE PETROLEO LTDA",37063328000833,"QUADRA QI 07 LOTES 620/640,  S/N","SETOR INDUSTRIAL (GAMA)",72445070,DF,BRASILIA,7
12382,"AUTO SHOPPING DERIVADOS DE PETROLEO LTDA",37063328000914," QI 19 LOTES 02 E 04,  S/N",TAGUATINGA,72120190,DF,BRASILIA,7
12383,"AUTO SHOPPING DERIVADOS DE PETROLEO LTDA",37063328001058,"CONJUNTO SMDB CONJUNTO 12 LOTE 02 PLL,  S/N","SETOR DE MANSOES DOM BOSCO (LAGO SUL)",71680120,DF,BRASILIA,7
12384,"AUTO SHOPPING DERIVADOS DE PETROLEO LTDA",37063328001309,"SETOR SCE/SUL TRECHO 02 CONJUNTO 03,  S/N",BRASILIA,70200002,DF,BRASILIA,6
12386,"AUTO SHOPPING DERIVADOS DE PETROLEO LTDA",37063328002372,"SETOR SHC/NORTE SQ 111 BLOCO A PAG,  S/N","ASA NORTE",70754000,DF,BRASILIA,6
12387,"AUTO SHOPPING DERIVADOS DE PETROLEO LTDA",37063328002968,"RODOVIA DF/290 KM 01 LOTE  10 A PLL,  S/N","SANTA MARIA",72578000,DF,BRASILIA,5
12388,"AUTO SHOPPING DERIVADOS DE PETROLEO LTDA",37063328003000,"SETOR SANTA MARIA, SETOR RODOVIA DF-140, KM 6,5 CONJUNTO 2, LOTE,  07","SANTA MARIA",71686650,DF,BRASILIA,10
12389,"POSTO TOP TAGUATINGA COMERCIO DE COMBUSTIVEIS LTDA",37189518000125,"QUADRA QI 23 LOTES 40/41,  42","SETOR INDUSTRIAL (TAGUATINGA)",72135230,DF,BRASILIA,8
12390,"PETRO RIOS COMERCIO DERIVADOS DE PETROLEO LTDA",38074571000143,"SETOR SEE LOTE,  1","RESIDENCIAL SANTOS DUMONT (SANTA MARIA)",72593270,DF,BRASILIA,7
12391,"AUTO POSTO AGUAS CLARAS LTDA",38076089000142,"ALAMEDA DOS EUCALIPTOS QDA. 107 LOTE,  15",TAGUATINGA.,70310500,DF,BRASILIA,5
12392,"AUTO POSTO AGUAS CLARAS LTDA",38076089000223,"AREA ADE 600 CONJUNTO 1 LOTE,  19","RECANTO DAS EMAS",72640001,DF,BRASILIA,5
12393,"POSTO DE COMBUSTIVEIS CAMPEAO FIESTA LTDA",38212697000137,"SETOR SAGOCA LOTE,  06","TAGUATINGA NORTE (TAGUATINGA)",72145760,DF,BRASILIA,10
12394,"MORRO AZUL COMERCIO DE PETROLEO LTDA",72620412000135,"QUADRA QUADRA 1 CONJUNTO 3,  SN","MORRO AZUL (SAO SEBASTIAO)",71691243,DF,BRASILIA,5
12396,"POSTO SARAMENHA LTDA",416899000128,"AVENIDA SERRANA,  750",SERRANO,30882370,MG,"BELO HORIZONTE",10
12397,"POSTO ENTRADA OBRIGATORIA LTDA",747850000158,"AVENIDA PORTUGAL,  4260","JARDIM ATLANTICO",31710400,MG,"BELO HORIZONTE",8
